Date,Location/Operator,Aircraft Type/Registration,Fatalities
14 Sep 1979,"Near Klamath Falls, OregonButler Aviation Inc.",Douglas DC-7N455SW,12/12(0)
14 Sep 1979,"Near Sarroch,  ItalyAero Transporti Italiani",McDonnell Douglas DC-9-32I-ATJC,31/31(0)
18 Sep 1979,"Blink Horn Point, CanadaPacific Coastal Airlines",Britten Norman BN-7A lslanderC-FZVV,4/9(0)
19 Sep 1979,"Merced, CaliforniaMilitary - U.S. Air Force",Boeing KC-135A58-0127,5/5(0)
30 Sep 1979,"Porpoise Bay, British Columbia CanadaWest Coast Air",de Havilland Canada DHC-6 Twin Otter 200C-FWAF,2/16(0)
07 Oct 1979,"Athens, GreeceSwissair",McDonnell Douglas DC-8-62HB-IDE,14/156(0)
08 Oct 1979,"Covington, KentuckyComair",Piper PA-31N6642L,8/8(0)
27 Oct 1979,"Lensk, RussiaAeroflot",Antonov An-2TPCCCP-32322,3/12(0)
31 Oct 1979,"Mexico City, MexicoWestern Airlines",McDonnell Douglas DC-10-10N903WA,72/88(1)
15 Nov 1979,"Near Chicago, IllinoisAmerican Airlines",Boeing B-727?,0/78(0)
16 Nov 1979,"Vologda, RussiaAeroflot",Yakovlev YAK-40CCCP-87454,3/5(0)
18 Nov 1979,"Granger, UtahTransamerica Airlines",Lockheed L-188CF ElectraN859U,3/3(0)
26 Nov 1979,"Near At Ta'if, Jeddah, Saudi ArabiaPakistan International Airlines",Boeing B-707-340CAP-AWZ,156/156(0)
28 Nov 1979,"Near Mt. Erebus, Ross Ice Shelf, AntarcticaAir New Zealand",McDonnell Douglas DC-10-30ZK-NZP,257/257(0)
30 Nov 1979,"San Andres Island, ColombiaAerolineas La Gaviola",Grumman G-21 GooseHK-2059,9/9(0)
09 Dec 1979,"Cherskiy, RussiaAeroflot",Antonov AN-26CCCP-26547,7/7(0)
12 Dec 1979,"Apolo, BoliviaCAMBA",Martin 404CP-1440,10/11(0)
18 Dec 1979,"Cerro Toledo Mountain, ColombiaSATENA",Douglas DC-4 (C-54)FAC-1106,21/21(0)
22 Dec 1979,"Near Puerto Esperanza, PeruFuerza Aérea del Peru",de Havilland Canada DHC-5 BuffaloFAP-348,29/29(0)
23 Dec 1979,"Ankara, TurkeyTurkish Airlines (THY)",Fokker F-28 Fellowship 1000TC-JAT,41/45(0)
23 Dec 1979,"Menari, Papua New GuineaDouglas Airways",GAF Nomad 22BP2-DNL,16/16(0)
02 Jan 1980,HaitiHaïti Air Inter,Britten Norman BN IslanderHH-CNC,9/9(0)
11 Jan 1980,Over the Atlantic OceanPrivate charter,Cessna 441 ConquestN442NC,2/2(0)
14 Jan 1980,"Shungnak, AlaskaAmbler Air Service",Cessna 185AN1690Z,7/9(0)
21 Jan 1980,"Elburz Mtns., near Tehran, IranIran Air",Boeing B-727-86EP-IRD,128/128(0)
23 Jan 1980,"Mt. Cemonyet,  IndonesiaPelita Air Service",CASA 212 Aviocar 100PK-PCX,13/13(0)
24 Jan 1980,"Near Mandalay, BurmaMilitary - Union of Burma Air Force",Fairchild FH-227H5003,43/44(0)
03 Feb 1980,"Baracoa, CubaCubana de Aviacon",Yakovlev YAK-40CU-T1219,1/37(0)
21 Feb 1980,"Leeville, LouisianaRotor Airs Inc - Air Taxi",Sikorsky S-62AN442Y,6/7(0)
21 Feb 1980,"Sydney, NSW, AustraliaAdvance Airlines",Beechcraft Super King Air 200VH-AAV,13/13(0)
22 Feb 1980,"Near Agra, IndiaMilitary - Indian Air Force",Fairchild C-119G?,46/47(1)
27 Feb 1980,"Manila, PhilippinesChina Airlines (Taiwan)",Boeing B-707-309CB-1826,2/135(0)
14 Mar 1980,"Near Warsaw, PolandLOT Polish Airlines",Ilyushin IL-62SP-LAA,87/87(0)
14 Mar 1980,"Near Yenice, TurkeyMilitary - U.S. Air Force",Lockheed C-130H74-2064,18/18(0)
21 Mar 1980,"Houston, TexasEagle Commuter",Piper PA-28-180N55932,7/10(0)
21 Mar 1980,"Off Macae, BrazilVOTEC",Sikorsky S-76PT-HKB,14/14(0)
12 Apr 1980,"Florianopolis, BrazilTransbrasil",Boeing B-727-27CPT-TYS,55/58(0)
14 Apr 1980,"	Krasnoyarsk, RussiaAeroflot",Antonov An-24BCCCP-47732,2/53(0)
24 Apr 1980,"Posht-i-Badam, IranMilitary - U.S. Air Force",Lockheed EC-130E Hercules62-1809,5/7(0)
25 Apr 1980,"Tenerife, Canary IslandsDan Air Services",Boeing B-727-64G-BDAN,146/146(0)
27 Apr 1980,"Don Muang, ThailandThai Airways",Hawker Siddeley HS-748-2HS-THB,44/53(0)
02 Jun 1980,"Near Yachiba, BoliviaLloyd Aereo Boliviano",Fairchild F-27JCP-1117,13/13(0)
08 Jun 1980,"Near Matala, AngolaLineas Aereas de Angola",Yakovlev YAK-40D2-TYC,29/29(0)
12 Jun 1980,"Near Dushanbe, RussiaAeroflot",Yakovlev YAK-40CCCP-87689,29/29(0)
12 Jun 1980,"Valley, NebraskaAir Wisconsin",Swearingen 226TC Metro IIN6505,13/15(0)
27 Jun 1980,"Tyrrhenian Sea,  off Ustica, ItalyItavia",McDonnell Douglas DC-9-15I-TIGI,81/81(0)
08 Jul 1980,"Near Alma-Ata, Kazakhstan, USSRAeroflot",Tupolev TU-154BCCCP-85355,166/166(0)
01 Aug 1980,"Cerro Lilio, MexicoAeronaves del Peru",Douglas DC-8-43FOB-R-1143,3/7(0)
06 Aug 1980,"Houma, LouisianaAir Logistics",Bell 205A-1 helicopterN95AL,13/13(0)
07 Aug 1980,"Nouadhibou, MauretaniaTarom",Tupolev TU-154B-1YR-TPH,1/168(0)
19 Aug 1980,"Riyadh, Saudi ArabiaSaudi Arabian Airlines",Lockheed 1011-200 TriStarHZ-AHK,301/301(0)
26 Aug 1980,"Near Jakarta, IndonesiaBouraq Indonesia Airlines",Vickers Viscount 812PK-IVS,37/37(0)
05 Sep 1980,"Near Montelimar, FranceMilitary - Kuwait Air Force",Lockheed L-100-20 HerculesKAF317,8/8(0)
10 Sep 1980,"Puerto Olaya, ColombiaAeronorte Colombia",Douglas C-47HK-329,3/3(0)
12 Sep 1980,"Off Freeport, BahamasFlorida Commuter Airlines",Douglas DC-3N75KW,34/34(0)
14 Sep 1980,"Kindu, ZaireMilitary - Force Aérienne Zaïroise",Lockheed Hercules C-1309T-TCE,36/36(0)
15 Sep 1980,"Near Medina, Saudi ArabiaMilitary - Royal Saudi Air Force",Lockheed C-130E453,89/89(0)
17 Sep 1980,"Near Kindu, ZaireMilitary - Zairean Air Force",de Havilland DHC-5 Buffalo9T-CBA,36/36(0)
30 Sep 1980,"Badakshan, AfghanistanMilitary - Soviet Air Force",Antonov AN-12VCCCP-11104,45/45(0)
12 Nov 1980,"Near Cairo, EgyptMilitary - U.S. Air Force",Lockheed C-141A67-0030,13/13(0)
19 Nov 1980,"Seoul, South KoreaKorean Airlines",Boeing B-747-2B5BHL-7445,15/226(0)
24 Nov 1980,"Near Medellin, ColombiaF.R. de la Direccion General de Ados",Douglas C-47A-35-DLHK-1221G,20/20(0)
28 Nov 1980,"Pecos City, TexasCentral Air Services",Douglas DC-7BN816D,2/2(0)
05 Dec 1980,"Dar es Salaam, TanzaniaTanzania Aviation",Piper PA-42 Cheyenne5H-TAL,10/10(0)
21 Dec 1980,"Near Rio Hacha, ColombiaTransportes Aereos del Caribe",Aerospatiale Caravelle 6RHK-1810,70/70(0)
23 Dec 1980,"Qatar, QatarSaudi Arabian Airlines",Lockheed L-1011-200HZ-AHJ,2/291(0)
14 Jan 1981,"Ramstein AFB, West GermanyMilitary - U.S. Air Force",Lockheed C-130E Hercules69-6581,11/11(0)
20 Jan 1981,"Spokane, WashingtonCascade Airways",Beechcraft 99AN390CA,7/9(0)
07 Feb 1981,"Near Leningrad, RussiaMilitary - Soviet Navy",Tupolev TU-104ACCCP-42332,52/52(0)
11 Feb 1981,"White Plains, New YorkPrivate - Corporate",Lockheed 1339N520S,8/8(0)
22 Feb 1981,"Avalon, CaliforniaHelicopter - Air Taxi",Sikorsky S-62AN324Y,2/8(0)
24 Feb 1981,"Belem, BrazilVOTEC",Embraer 110P BandeirantePT-GLB,11/14(0)
26 Feb 1981,Off Tabones Island  PhilippinesMilitary - U.S. Air Force,Lockheed MC-130E-Y64-0564,23/24(0)
10 Mar 1981,"Moroni, Comoro IslandsMilitary - French Naval Aviation",Dassault-Breguet Atlantique29,18/18(0)
15 Mar 1981,"Shemya AFB, AlaskaMilitary - U.S. Air Force",Boeing RC-135S61-2664,6/24(0)
26 Mar 1981,"Redzikowo, PolandLOT Polish Airlines",Antonov AN-24BSP-LTU,1/52(0)
06 Apr 1981,"Laguna Soliz, BoliviaUrcupina",Douglas C-47ACP-1470,7/7(0)
07 Apr 1981,"Cincinnati, OhioFreedom International",Learjet 23N400PG,1/2(0)
17 Apr 1981,"Loveland, ColoradoAir US / Private",Hadley Page 137Jetstream I / Cessna 206N11360 / N4862F,15/19(0)
28 Apr 1981,"Pekanbaru, IndonesiaPrivate - Airfast Indonesia",Douglas C-47A-5-DKPK-OBK,15/17(0)
28 Apr 1981,"	Batagay, RussiaAeroflot",Antonov An-2TP	 CCCP-92864,12/12(0)
06 May 1981,"Near Fredrick, MarylandMilitary - U.S. Air Force",Boeing EC-135N61-0328,21/21(0)
07 May 1981,"Rio de la Plata, ArgentinaAustral Lineas Aeras (Argentina)",BAC One-Eleven 529FRLV-LOX,31/31(0)
16 May 1981,"Near Menongue, AngolaTAAG Angola Airlines",Lockheed L-100-20 HerculesD2-EAS,4/4(0)
21 May 1981," Pinarete Mountain, MexicoLineas Aereas",Convair CV-440-11XA-KEH,24/24(0)
22 May 1981,"Near Zumba, EcuadorTAME",de Havilland Canada DHC-6 Twin Otter 300HC-BAX,18/18(0)
29 May 1981,"Cairo, EgyptMilitary - Egyptian Air Force",Lockheed C-130H HerculesSU-BAH,17/17(0)
14 Jun 1981,"Ust-Barguzin, RussiaAeroflot",Ilyushin Il-14CCCP-41838,48/48(0)
26 Jun 1981,"Nailstone, EnglandDan Air Services",Hawker Siddeley HS-748G-ASPL,3/3(0)
18 Jul 1981,"Near Yerevan, ArmeniaTAR",Canadair CL-44D4-6LV-JTN,4/4(0)
20 Jul 1981,"Mogadishu, SomaliaSomali Airlines",Fokker F-27 Friendship 600RF6O-SAY,50/50(0)
24 Jul 1981,MadagascarAir Madagascar,de Havilland Canada DHC-6 Twin Otter 3005R-MGB,19/19(0)
25 Jul 1981,"Caruru, ColombiaTransamazonica",Douglas C-53D-DOHK- 772,5/9(0)
27 Jul 1981,"Chihuahua, MexicoAeromexico",McDonnell Douglas DC-9-32XA-DEN,32/66(0)
22 Aug 1981,"Near Sanyi, Miao-li, TaiwanFar Eastern Air Transport",Boeing B-737-222B-2603,110/110(0)
24 Aug 1981,"Near Zavitinsk, RussiaAeroflot / Military - Russian Air Force",Antonov AN-24RV / Soviet Air Force TU-16CCCP-46653,31/32(0)
27 Aug 1981,"Mt. Elena, ColombiaAeropesca Colombia",Vickers Viscount 745DHK-1320,50/50(0)
29 Aug 1981,"Zeya, RussiaAeroflot",Yakovlev YAK-40CCCP-87346,3/34(0)
02 Sep 1981,"Paipa, ColombiaAereo el Venado",Embraer 110P1 BandeiranteHK-2651,21/22(0)
18 Sep 1981,"Zeleznogorsk, RussianAeroflot /Military - Russian",Yakovlev YAK-40 / Mil Mi-8CCCP-87455,40/40(0)
21 Sep 1981,"Nellis AFB, NevadaMilitary - U.S. Air Force",Lockheed C-130H Hercules74-1672,7/70(0)
22 Sep 1981,"Near Babaeski, TurkeyMilitary - Turkish Air Force",Northrop F-5A?,0/0(40)
29 Sep 1981,"Tehran, IranMilitary - Iranian Air Force",Lockheed C-130H5-158-8552,60/80(20)
01 Oct 1981,"Casper, WyomingSky Train Air",Learjet 24N44CJ,3/3(0)
06 Oct 1981,"Moerdijk, NetherlandsNLM (Nederlandse Luchtvaart Maatschappij)",Fokker F-28 Fellowship 4000PH-CHI,17/17(0)
15 Oct 1981,"Kufstein, AustriaOefag Flugdienst",Cessna 404 TitanOE-FCT,9/9(0)
26 Oct 1981,"St. Thomas, U.S. Virgin IslandsAerolineas Argo",Lockheed L-749A ConstellationHI-328,5/5(0)
31 Oct 1981,"Bafoussam, CameroonCameroon Airlines",de Havilland Canada DHC-6 Twin Otter 300TJ-CBC,1/24(0)
08 Nov 1981,"Sierra de Guerro, MexicoAeromexico",McDonnell Douglas DC-9-32XA-DEO,18/18(0)
16 Nov 1981,"Norilsk, RussiaAeroflot",Tupolev TU-154B-2CCCP-85480,99/167(0)
19 Nov 1981,"Biratnagar, NepalRoyal Nepal Airlines",Pilatus PC-6/B2-H2 Turbo-Porter9N-ABJ,10/10(0)
30 Nov 1981,"Castries, Saint Lucia IslandGuyana Airways",Douglas DC-6AN3486F,3/3(0)
01 Dec 1981,"Mt. San Pietro, near Ajaccio, Corsica, FranceInex Adria Aviopromet (Yugoslavia)",McDonnell Douglas MD-81YU-ANA,180/180(0)
05 Dec 1981,"Honolulu, HawaiiPrivate - Parajump air show",Beech C-45HN8185H,11/12(0)
16 Dec 1981,"Kuala Belait, BruneiBristow Helicopters",Aerospatiale Puma9M-SSC,12/12(0)
18 Dec 1981,"Near Covenas, ColombiaACES Colombia",de Havilland Canada DHC-6 Twin Otter 300HK-2217,13/13(0)
07 Jan 1982,"Near Gelendzhik, USSRAeroflot",LET  410M TurbojetCCCP-67290,18/18(0)
13 Jan 1982,"Washington, D.C.Air Florida",Boeing B-737-222N62AF,74/79(4)
14 Jan 1982,"Near Addis Ababa, EthiopiaMilitary - Ethiopian Air Force",Antonov AN-2671383,73/73(0)
23 Jan 1982,"Logan Airport,  Boston, MassachusettsWorld Airways",McDonnell Douglas DC-10-30CFN113WA,2/212(0)
25 Jan 1982,"Constanta, RomaniaTarom",Antonov An-24RVYR-BMD,7/7(0)
03 Feb 1982,"Djibouti, DjboutiMilitary - French Air Force",Nord 2501 Noratlas140/88JA,35/35(0)
06 Feb 1982,"Island of Cheju, South KoreaMilitary - Republic of South Korea Air Force",Fairchild C-123?,53/53(0)
07 Feb 1982,"Near Srinagar, IndiaMilitary - Indian Air Force",Fairchild C-119G?,23/23(0)
09 Feb 1982,"Mt. Ipao, PhilippinesTrans Air Services",Douglas DC-3 (C-47A-70-DL)RP-C141,3/32(0)
09 Feb 1982,"Tokyo, JapanJapan Air Lines",McDonnell Douglas DC-8-61JA-8061,24/174(0)
19 Feb 1982,"Cerro el Tablazo, ColombiaLAC Columbia",Douglas DC-6BFHK-1706,4/4(0)
21 Feb 1982,"Providence, Rhode IslandPilgrim Airlines",de Havilland DHC -6-100N127PM,1/12(0)
11 Mar 1982,"Mehamn, NorwayWideroe's Flyveselksap",de Havilland Canada DHC-6 Twin Otter 300LN-BNK,15/15(0)
19 Mar 1982,"Near Woodstock, IllinoisMilitary - U.S. Air Force",Boeing KC-135C58-0031,27/27(0)
19 Mar 1982,"Leesburg, FloridaPrivate",Beechcraft Bonanza F35N567LT,3/3(0)
20 Mar 1982,"Branti Airport, IndonesiaGaruda Indonesia Airlines",Fokker F-28 Fellowship 1000PK-GVK,27/27(0)
26 Mar 1982,"Queate, ColombiaAeropesca Colombia",Vickers Viscount 745DHK-2382,21/21(0)
11 Apr 1982,"Near Tanana, AlaskaAir Taxi - Tundra Copters",Hughes 369DN11058,3/3(0)
13 Apr 1982,"Near Erzurum, TurkeyMilitary - U.S. Air Force",Lockheed C-130H74-1678,27/27(0)
26 Apr 1982,"Near Yangshuo, Guangxi, ChinaCAAC",Hawker Siddeley Trident 2EB-266,112/112(0)
30 Apr 1982,Gulf of ThailandOkanagan Helicopters,Sikorsky S-76C-GIMF,13/13(0)
09 May 1982,"Off Aden, YemenAlyemda",de Havilland Canada DHC-7-1037O-ACK,47/49(0)
12 May 1982,"Judsonia, ArkansasMilitary - U.S. Air Force",Lockheed C-130E Hercules64-0543,7/7(0)
19 May 1982,South Atlantic OceanMilitary - Royal British Navy,Westland Sea King HC-4 (helicopter)ZA-294,21/30(0)
25 May 1982,"Brazilia, BrazilVASP",Boeing B-737-200PP-SMY,2/118(0)
28 May 1982,"Off Natuma Island, IndonesiaPelita Air Service",Aerospatiale 330G PumaPK-PDU,10/10(0)
01 Jun 1982,"Near Songnam-si, South KoreaMilitary - Republic of South Korea Air Force",Fairchild C-12356-4391,53/53(0)
08 Jun 1982,"Near Pacatuba, BrazilVASP",Boeing B-727-212APP-SRK,137/137(0)
12 Jun 1982,"Tabatinga, BrazilTABA",Fairchild-Hiller FH-227B-LCDPT-LBV,44/44(0)
22 Jun 1982,"Bombay, IndiaAir India",Boeing B-707-437VT-DJJ,17/111(0)
24 Jun 1982,"Mount Galunggung, IndonesiaBritish Airways",Boeing B-747G-BDXH,0/257(0)
28 Jun 1982,"Southern Belarus, USSRAeroflot",Yakovlev YAK-42CCCP-42529,132/132(0)
03 Jul 1982,"Oganda, GabonAir Affaires Gabon",Cessna 404 TitanTR-LYQ,12/12(0)
06 Jul 1982,"Near Moscow, RussiaAeroflot",Ilyushin IL-62MCCCP-86513,90/90(0)
09 Jul 1982,"Kenner, LouisianaPan American World Airways",Boeing B-727-235N4737,145/145(8)
11 Jul 1982,"Jolo, PhilippinesPhilippine Air Lines",Hawker Siddeley HS-748-209 Srs. 2RP-C1014,4/30(0)
23 Jul 1982,"Castaic, CaliforniaWestern Helicopter",Bell UH-1B Huey HelicopterN87701,0/1(3)
11 Aug 1982,Pacific OceanPan American World Airways,Boeing B-747-121N754PA,1/285(0)
12 Aug 1982,"Mindat, MyanmarBurma Airways",de Havilland Canada DHC-6 Twin Otter 300XY-AEB,8/8(0)
14 Aug 1982,"Near Managua, NicaraguaMilitary - Nicaraguan Air Force",Arava 201223,20/20(0)
14 Aug 1982,"Sukhumi, Georgia, USSRAeroflot / Aeroflot",Let 410UVP Turbojet / Tupolev TU-134V67191 / 65836,11/11(0)
01 Sep 1982,"Near Valladolid, EcuadorAerolineas Condor",de Havilland Canada DHC-4A CaribouHC-BHZ,44/44(0)
04 Sep 1982,"Rio Branco, BrazilCia Brasiliera de Tratores",Gates Learjet 25BPT-JBQ,10/10(0)
11 Sep 1982,"Near Mannheim, West GermanyMilitary - U.S. Army",Boeing Vertol CH-47C (helicopter)74-22292,46/46(0)
13 Sep 1982,"Near Malaga, SpainSpantax",McDonnell Douglas DC-10-30CFEC-DEG,50/394(0)
29 Sep 1982,"Luxembourg, LuxembourgAeroflot",Ilyushin IL-62MCCCP-86470,7/77(0)
17 Nov 1982,Off TaiwanFar Eastern Air Transport,Bell 212B-2311,15/15(0)
29 Nov 1982,"Lubango, AngolaTAAG Angola Airlines",Antonov AN-26D2-TAB,15/15(0)
29 Nov 1982,"Quetame, ColombiaAerolineas Centrales de Colombia",de Havilland Canada DHC-6 Twin Otter 310HK-2536,22/22(0)
07 Dec 1982,"Near Pueblo, ColoradoPioneer Airlines",Swearingen SA.227AC Metro IIIN30093,2/2(0)
09 Dec 1982,"La Serena, ChileAeronor Chile",Fairchild F-27JCC-CJE,46/46(0)
09 Dec 1982,"Near San Andres de Bocay, NicaraguaMilitary - Nicaraguan Air Force",Mil Mi-8 (helicopter)265,84/88(0)
23 Dec 1982,"Rostov-on-Don, RussiaAeroflot",Antonov AN-26CCCP-26627,16/16(0)
24 Dec 1982,"Guangzhou, ChinaCAAC",Ilyushin IL-18BB-202,25/69(0)
09 Jan 1983,"Brainerd, Minnesota46826/109",Convair 580-11AN844H,1/33(0)
11 Jan 1983,"Detroit, MichiganUnited Air Lines",McDonnell Douglas DC-8-54F37N8053U,3/3(0)
16 Jan 1983,"Ankara, TurkeyTurkish Airlines (THY)",Boeing B-727-2F2TC-JBR,47/67(0)
13 Feb 1983,"Fayetteville, North CarolinaMilitary - U.S. Air Force",Lockheed C-130H Hercules74-1693,6/6(0)
09 Mar 1983,"Off Macae, BrazilAeroleo Taxi Aereo",Bell 212PT-HJN,11/11(0)
10 Mar 1983,"Near Shach Goan, AfghanistanBakhtar Afghan Airlines",de Havilland Canada DHC-6 Twin Otter 300YA-GAZ,19/19(0)
11 Mar 1983,Barquisimeto VenezuelaAvensa,McDonnell Douglas DC-9-32YV-67C,23/50(0)
30 Mar 1983,"Newark, New JerseyCentral Airlines",Learjet 25N51CA,2/2(0)
07 Apr 1983,"Selawik, AlaskaMunz Northern Airlines",Britten-Norman BN-2A-8 IslanderN37MN,2/3(0)
16 Apr 1983,"Near Khartoum, SudanAir Liberia",Hawker Siddeley HS-748-329 Srs. 2AEL-AIH,8/9(9)
19 Apr 1983,"Leninakan, RussiaAeroflot",Yakovlev YAK-40CCCP-87291,21/21(0)
19 Apr 1983,"Near Toba, JapanJapan Air Self-Defence Force",Kawasaki C-1 / Kawasaki C-158-1009/68-1015,14/14(0)
26 Apr 1983,"Iwakuni AB, JapanMilitary - Japan Maritime Self Defense Force",Shin Meiwa PS-15801,11/14(0)
29 Apr 1983,"Guayaquil, EcuadorSAN Ecuador",Sud Aviation SE-210 Caravelle VIRHC-BAT,8/100(0)
30 Apr 1983,"Jacksonville, FloridaMilitary - United States Navy",Convair CV-340141010,15/15(0)
05 May 1983,"Near Ban Ta Khli, ThailandMilitary - Royal Thai Air Force",Fairchild C-123KL4K-12/18,30/30(0)
05 May 1983,"En route Miami, FL - Nassau, BahamasEastern Air Lines",Lockheed L-1011N334EA,0/172(0)
06 May 1983,"Klyuchi, RussiaMilitary - Soviet Air Force",Antonov An-26?,33/37(0)
02 Jun 1983,"Tanjung Karang, IndonesiaGaruda Indonesia Airlines",Fokker F-28 Fellowship 3000RCPK-GFV,3/61(0)
02 Jun 1983,"Cincinnati International Airport, Covington/Hebron, KentuckyAir Canada",McDonnell Douglas DC-9-32C-FTLU,23/46(0)
06 Jun 1983,"Off Quemoy, TaiwanMilitary - Republic of China Air Force",Fairchild C-199G?,47/47(0)
08 Jun 1983,"Near Cold Bay, AlaskaReeve Aleutian Airways",Lockheed L-188C ElectraN1968R,0/15(0)
16 Jun 1983,"Kauai, HawaiiMilitary - U.S. Navy",Lockheed P-3B Orion152720,14/14(0)
21 Jun 1983,"Niela, MaliAir Mali",de Havilland Canada DHC-6 Twin Otter 300TZ-ACH,7/7(0)
28 Jun 1983,"Las Vegas, NevadaMilitary - U.S. Air Force",Lockheed C-130H Hercules74-2068,6/6(0)
01 Jul 1983,"Labe, GuineaCAAK",Ilyushin IL-62MB-889,23/23(0)
11 Jul 1983,"Near Cuenca, Azuay, EcuadorTAME",Boeing B-737-2V2HC-BIG,119/119(0)
16 Jul 1983,"Off Scilly Islands, UKBritish Airways Helicopters",Sikorsky S-61N-IIG-BEON,20/26(0)
23 Jul 1983,"Gimli, Manitoba, CanadaAir Canada",Boeing B-767-233ERC-GAUN,0/69(0)
17 Aug 1983,"Grand Canyon, ArizonaLas Vegas Airlines",Piper PA-31-350 ChieftainN88LV,10/10(0)
30 Aug 1983,"Near Alma-Ata, Kazakastan, USSRAeroflot",Tupolev TU-134ACCCP-65129,90/90(0)
01 Sep 1983,"Near Sakhalin Island, RussiaKorean Airlines",Boeing B-747-230BHL-7442,269/269(0)
02 Sep 1983,"Near Smithers, British Columbia, CanadaCentral Mountain Air Services",Britten-Norman BN-2A-21 IslanderC-GIPF,9/9(0)
14 Sep 1983,"Guilin, ChinaCAAC",Hawker Siddeley Trident 2E /  II-28B-264 / ?,11/106(0)
23 Sep 1983,"Near Mina Jebel Ali, UAEGulf Air",Boeing B-737-2P6A40-BK,112/112(0)
28 Sep 1983,"Off Lanyu Island, TaiwanTaiwan Airlines",Britten-Norman BN-2A-26 TrislanderB-11109,10/10(0)
07 Oct 1983,"Aracatuba, BrazilTAM Lineas Aéreas Regional",Embraer 110C BandeirantePP-SBH,7/15(0)
08 Oct 1983,"Near Lonkin, MyanmarBurma Airways",de Havilland Canada DHC-6 Twin Otter 300XY-AEE,9/14(0)
11 Oct 1983,"Pinckneyville, IllinoisAir Illinois",Hawker Siddeley HS-748-FAAN748LL,10/10(0)
28 Oct 1983,"Middletown, PennsylvaniaPennsylvania Airlines",Shorts 330-200N26288,1/30(0)
08 Nov 1983,"Lubango, Huila, AngolaTAAG Angola Airlines",Boeing B-737-200D2-TBN,130/130(0)
23 Nov 1983,"Landsdowne House, CanadaAustin Airways",de Havilland Canada DHC-6 Twin Otter 300C-GTLA,4/7(0)
27 Nov 1983,"Madrid-Barajas, SpainAVIANCA",Boeing B-747-283BHK-2910,181/192(0)
28 Nov 1983,"Near Enugu, NigeriaNigeria Airways",Fokker F-28 Fellowship 20005N-ANF,53/72(0)
07 Dec 1983,"Near Madrid, SpainIberia Airlines / Aviaco",Boeing B-727-200 / DC9-32EC-CFJ/EC-CGS,93/135(0)
14 Dec 1983,"Near Medellin, ColombiaTAMPA Colombia",Boeing 707-373CHK-2401,3/3(22)
17 Dec 1983,"Paulatuk, Northwest Territory, CanadaInuvik Coastal Airways",de Havilland Canada DHC-6 Twin Otter 200C-FGJK,2/12(0)
24 Dec 1983,"Leshukonskoye, RussiaAeroflot",Antonov AN-24CCCP-46617,44/49(0)
02 Jan 1984,"Amman, JordanMilitary - Royal Jordanian Air Force",CASA 212-A3 Aviocar 100324,13/13(0)
03 Jan 1984," Novoagansk, RussiaAeroflot",Mi-6CCCP-21006,38/76(0)
09 Jan 1984,"Saint Louis, MissouriSkycraft Air Transport",Douglas DC-3C-GSCA,1/2(0)
10 Jan 1984,"Sofia, BulgariaBalkan Bulgarian Airlines",Tupolev TU-134ALZ-TUR,50/50(0)
13 Jan 1984,"Cochabamba, BoliviaNorth East Bolivian Airways",Douglas EC-54UCP-1090,1/3(0)
28 Jan 1984,"Izhevsk, RussiaAeroflot",Antonov An-24RVCCCP-47358,4/51(0)
30 Jan 1984,"Terre Haute, IndianaBritt Airways",Swearingen SA.226TC Metro IIN63Z,3/3(0)
16 Feb 1984,"Near Debre Zelt, EthiopiaMilitary - Ethiopian Air Force",Antonov AN-121506,26/38(0)
19 Feb 1984,"Near San Gerardo, El SalvadorMilitary - Salvadoran Air Force",Bell UH-1H / Bell UH-1H?,28/28(0)
28 Feb 1984,"JFK Airport, New York, New YorkScandinavian Airlines (SAS)",McDonnell Douglas DC-10-30LN-RKB,0/177(0)
13 Mar 1984,"Barranquilla, ColombiaAerosucre Colombia",Curtiss C-46AHK-1322P,4/6(0)
16 Mar 1984,"San Borja, BoliviaLloyd Aereo Boliviano",Fairchild F-27MCP-862,23/23(0)
24 Mar 1984,"Near Rurrenabaque, BoliviaFrigorifico Reyes",Douglas C-54CP-1206,5/5(0)
24 Mar 1984,"Near Hunghae, South KoreaMilitary - U.S. Marine Corps",Sikorsky CH-53D157132,29/29(0)
31 Mar 1984,Off  BiminiState Airlines,Cessna 402BN44NC,6/6(0)
18 Apr 1984," Imperatriz, BrazilVOTEC / VOTEC",Embraer 110EJ Band./Embraer 110P Band.PT-GJZ/PT-GKL,19/35(0)
08 May 1984,"Elbet Beni Salama, EgyptMilitary - Egyptian Air Force",McDonnel F-4E Phantom II?,2/2(19)
30 May 1984,"Chalkhill, PennsylvaniaZantop International Airlines",Lockheed L-188AF ElectraN5523,4/4(0)
04 Jun 1984,"Windsor Locks, ConnecticutAir Continental",Learjet 23AN101PP,3/3(0)
19 Jun 1984,"Island Beach, New JerseyAir Taxi - Raco Helicopters Corp.",Aerospeciale AS-350DN5784M,3/3(0)
28 Jun 1984,"Near Sao Pedro d' Aldeia, BrazilTAM Lineas Aéreas Regional",Embraer 110C BandeirantePP-SBC,18/18(0)
11 Jul 1984,"Off Buenavista, PhilippinesMilitary - Philippine Air Force",Bell UH-1H?,30/30(0)
12 Jul 1984,"Sigonella AFB, ItalyMilitary - U.S. Air Force",Lockheed C-141B64-0624,9/9(0)
